timestamp,xlat,xlong,t2,u,v,u_adjusted,v_adjusted
2024-01-01 00:00:00,33.000606536865234,127.39566040039062,11.405242919921875,12.427234649658203,-1.5155973434448242,12.4380521774292,-1.4776740074157715
2024-01-01 00:00:00,33.00551986694336,127.72119140625,12.1326904296875,12.276594161987305,-1.6513570547103882,12.351914405822754,-1.6106390953063965
2024-01-01 00:00:00,33.00932312011719,128.04678344726562,12.5579833984375,12.15182113647461,-1.9405525922775269,12.214207649230957,-1.8801944255828857
2024-01-01 00:00:00,33.012020111083984,128.37240600585938,12.701904296875,12.16418743133545,-2.52937650680542,12.158004760742188,-2.4132020473480225
2024-01-01 00:00:00,33.013607025146484,128.69805908203125,12.577728271484375,12.261914253234863,-3.1998507976531982,12.213050842285156,-3.019987106323242
2024-01-01 00:00:00,33.01408386230469,129.023681640625,12.03643798828125,12.453661918640137,-3.610487699508667,12.3577880859375,-3.403493642807007
2024-01-01 00:00:00,33.0134391784668,129.349365234375,10.887969970703125,12.768545150756836,-3.6028037071228027,12.611103057861328,-3.446352958679199
2024-01-01 00:00:00,33.01169967651367,129.67498779296875,9.356658935546875,13.237939834594727,-3.420074939727783,13.003242492675781,-3.3274924755096436
2024-01-01 00:00:00,33.00884246826172,130.0006103515625,7.861083984375,13.713554382324219,-3.2555055618286133,13.475747108459473,-3.1705238819122314
2024-01-01 00:00:00,33.0048713684082,130.326171875,6.15460205078125,14.089200019836426,-2.9414992332458496,13.901376724243164,-2.7924256324768066
2024-01-01 00:00:00,33.16306686401367,124.1251220703125,7.800567626953125,12.293030738830566,-1.0192753076553345,12.299747467041016,-1.0060293674468994
2024-01-01 00:00:00,33.179141998291016,124.45095825195312,8.185272216796875,12.26473331451416,-1.0637325048446655,12.278882026672363,-1.0652053356170654
2024-01-01 00:00:00,33.19410705566406,124.7769775390625,8.52032470703125,12.221087455749512,-1.0861961841583252,12.242910385131836,-1.1007080078125
2024-01-01 00:00:00,33.207950592041016,125.10308837890625,8.759124755859375,12.160757064819336,-1.0313469171524048,12.190921783447266,-1.0504828691482544
